subject_id,session,sample,modality,synthetic,image_path
user_018,2,1,iris,True,images/iris/user_018/session_2/iris_user_018_s2_sample1.png
user_018,2,2,face,True,images/face/user_018/session_2/face_user_018_s2_sample2.png
user_018,2,2,fingerprint,True,images/fingerprint/user_018/session_2/fingerprint_user_018_s2_sample2.png
user_018,2,2,iris,True,images/iris/user_018/session_2/iris_user_018_s2_sample2.png
user_018,2,3,face,True,images/face/user_018/session_2/face_user_018_s2_sample3.png
user_018,2,3,fingerprint,True,images/fingerprint/user_018/session_2/fingerprint_user_018_s2_sample3.png
user_018,2,3,iris,True,images/iris/user_018/session_2/iris_user_018_s2_sample3.png
user_019,1,1,face,True,images/face/user_019/session_1/face_user_019_s1_sample1.png
user_019,1,1,fingerprint,True,images/fingerprint/user_019/session_1/fingerprint_user_019_s1_sample1.png
user_019,1,1,iris,True,images/iris/user_019/session_1/iris_user_019_s1_sample1.png
user_019,1,2,face,True,images/face/user_019/session_1/face_user_019_s1_sample2.png
user_019,1,2,fingerprint,True,images/fingerprint/user_019/session_1/fingerprint_user_019_s1_sample2.png
user_019,1,2,iris,True,images/iris/user_019/session_1/iris_user_019_s1_sample2.png
user_019,1,3,face,True,images/face/user_019/session_1/face_user_019_s1_sample3.png
user_019,1,3,fingerprint,True,images/fingerprint/user_019/session_1/fingerprint_user_019_s1_sample3.png
user_019,1,3,iris,True,images/iris/user_019/session_1/iris_user_019_s1_sample3.png
user_019,2,1,face,True,images/face/user_019/session_2/face_user_019_s2_sample1.png
user_019,2,1,fingerprint,True,images/fingerprint/user_019/session_2/fingerprint_user_019_s2_sample1.png
user_019,2,1,iris,True,images/iris/user_019/session_2/iris_user_019_s2_sample1.png
user_019,2,2,face,True,images/face/user_019/session_2/face_user_019_s2_sample2.png
user_019,2,2,fingerprint,True,images/fingerprint/user_019/session_2/fingerprint_user_019_s2_sample2.png
user_019,2,2,iris,True,images/iris/user_019/session_2/iris_user_019_s2_sample2.png
user_019,2,3,face,True,images/face/user_019/session_2/face_user_019_s2_sample3.png
user_019,2,3,fingerprint,True,images/fingerprint/user_019/session_2/fingerprint_user_019_s2_sample3.png
user_019,2,3,iris,True,images/iris/user_019/session_2/iris_user_019_s2_sample3.png
user_020,1,1,face,True,images/face/user_020/session_1/face_user_020_s1_sample1.png
user_020,1,1,fingerprint,True,images/fingerprint/user_020/session_1/fingerprint_user_020_s1_sample1.png
user_020,1,1,iris,True,images/iris/user_020/session_1/iris_user_020_s1_sample1.png
user_020,1,2,face,True,images/face/user_020/session_1/face_user_020_s1_sample2.png
user_020,1,2,fingerprint,True,images/fingerprint/user_020/session_1/fingerprint_user_020_s1_sample2.png
user_020,1,2,iris,True,images/iris/user_020/session_1/iris_user_020_s1_sample2.png
user_020,1,3,face,True,images/face/user_020/session_1/face_user_020_s1_sample3.png
user_020,1,3,fingerprint,True,images/fingerprint/user_020/session_1/fingerprint_user_020_s1_sample3.png
user_020,1,3,iris,True,images/iris/user_020/session_1/iris_user_020_s1_sample3.png
user_020,2,1,face,True,images/face/user_020/session_2/face_user_020_s2_sample1.png
user_020,2,1,fingerprint,True,images/fingerprint/user_020/session_2/fingerprint_user_020_s2_sample1.png
user_020,2,1,iris,True,images/iris/user_020/session_2/iris_user_020_s2_sample1.png
user_020,2,2,face,True,images/face/user_020/session_2/face_user_020_s2_sample2.png
user_020,2,2,fingerprint,True,images/fingerprint/user_020/session_2/fingerprint_user_020_s2_sample2.png
user_020,2,2,iris,True,images/iris/user_020/session_2/iris_user_020_s2_sample2.png
user_020,2,3,face,True,images/face/user_020/session_2/face_user_020_s2_sample3.png
user_020,2,3,fingerprint,True,images/fingerprint/user_020/session_2/fingerprint_user_020_s2_sample3.png
user_020,2,3,iris,True,images/iris/user_020/session_2/iris_user_020_s2_sample3.png
user_021,1,1,face,True,images/face/user_021/session_1/face_user_021_s1_sample1.png
user_021,1,1,fingerprint,True,images/fingerprint/user_021/session_1/fingerprint_user_021_s1_sample1.png
user_021,1,1,iris,True,images/iris/user_021/session_1/iris_user_021_s1_sample1.png
user_021,1,2,face,True,images/face/user_021/session_1/face_user_021_s1_sample2.png
user_021,1,2,fingerprint,True,images/fingerprint/user_021/session_1/fingerprint_user_021_s1_sample2.png
user_021,1,2,iris,True,images/iris/user_021/session_1/iris_user_021_s1_sample2.png
user_021,1,3,face,True,images/face/user_021/session_1/face_user_021_s1_sample3.png
user_021,1,3,fingerprint,True,images/fingerprint/user_021/session_1/fingerprint_user_021_s1_sample3.png
user_021,1,3,iris,True,images/iris/user_021/session_1/iris_user_021_s1_sample3.png
user_021,2,1,face,True,images/face/user_021/session_2/face_user_021_s2_sample1.png
user_021,2,1,fingerprint,True,images/fingerprint/user_021/session_2/fingerprint_user_021_s2_sample1.png
user_021,2,1,iris,True,images/iris/user_021/session_2/iris_user_021_s2_sample1.png
user_021,2,2,face,True,images/face/user_021/session_2/face_user_021_s2_sample2.png
user_021,2,2,fingerprint,True,images/fingerprint/user_021/session_2/fingerprint_user_021_s2_sample2.png
user_021,2,2,iris,True,images/iris/user_021/session_2/iris_user_021_s2_sample2.png
user_021,2,3,face,True,images/face/user_021/session_2/face_user_021_s2_sample3.png
user_021,2,3,fingerprint,True,images/fingerprint/user_021/session_2/fingerprint_user_021_s2_sample3.png
user_021,2,3,iris,True,images/iris/user_021/session_2/iris_user_021_s2_sample3.png
user_022,1,1,face,True,images/face/user_022/session_1/face_user_022_s1_sample1.png
user_022,1,1,fingerprint,True,images/fingerprint/user_022/session_1/fingerprint_user_022_s1_sample1.png
user_022,1,1,iris,True,images/iris/user_022/session_1/iris_user_022_s1_sample1.png
user_022,1,2,face,True,images/face/user_022/session_1/face_user_022_s1_sample2.png
user_022,1,2,fingerprint,True,images/fingerprint/user_022/session_1/fingerprint_user_022_s1_sample2.png
user_022,1,2,iris,True,images/iris/user_022/session_1/iris_user_022_s1_sample2.png
user_022,1,3,face,True,images/face/user_022/session_1/face_user_022_s1_sample3.png
user_022,1,3,fingerprint,True,images/fingerprint/user_022/session_1/fingerprint_user_022_s1_sample3.png
user_022,1,3,iris,True,images/iris/user_022/session_1/iris_user_022_s1_sample3.png
user_022,2,1,face,True,images/face/user_022/session_2/face_user_022_s2_sample1.png
user_022,2,1,fingerprint,True,images/fingerprint/user_022/session_2/fingerprint_user_022_s2_sample1.png
user_022,2,1,iris,True,images/iris/user_022/session_2/iris_user_022_s2_sample1.png
user_022,2,2,face,True,images/face/user_022/session_2/face_user_022_s2_sample2.png
user_022,2,2,fingerprint,True,images/fingerprint/user_022/session_2/fingerprint_user_022_s2_sample2.png
user_022,2,2,iris,True,images/iris/user_022/session_2/iris_user_022_s2_sample2.png
user_022,2,3,face,True,images/face/user_022/session_2/face_user_022_s2_sample3.png
user_022,2,3,fingerprint,True,images/fingerprint/user_022/session_2/fingerprint_user_022_s2_sample3.png
user_022,2,3,iris,True,images/iris/user_022/session_2/iris_user_022_s2_sample3.png
user_023,1,1,face,True,images/face/user_023/session_1/face_user_023_s1_sample1.png
user_023,1,1,fingerprint,True,images/fingerprint/user_023/session_1/fingerprint_user_023_s1_sample1.png
user_023,1,1,iris,True,images/iris/user_023/session_1/iris_user_023_s1_sample1.png
user_023,1,2,face,True,images/face/user_023/session_1/face_user_023_s1_sample2.png
user_023,1,2,fingerprint,True,images/fingerprint/user_023/session_1/fingerprint_user_023_s1_sample2.png
user_023,1,2,iris,True,images/iris/user_023/session_1/iris_user_023_s1_sample2.png
user_023,1,3,face,True,images/face/user_023/session_1/face_user_023_s1_sample3.png
user_023,1,3,fingerprint,True,images/fingerprint/user_023/session_1/fingerprint_user_023_s1_sample3.png
user_023,1,3,iris,True,images/iris/user_023/session_1/iris_user_023_s1_sample3.png
user_023,2,1,face,True,images/face/user_023/session_2/face_user_023_s2_sample1.png
user_023,2,1,fingerprint,True,images/fingerprint/user_023/session_2/fingerprint_user_023_s2_sample1.png
user_023,2,1,iris,True,images/iris/user_023/session_2/iris_user_023_s2_sample1.png
user_023,2,2,face,True,images/face/user_023/session_2/face_user_023_s2_sample2.png
user_023,2,2,fingerprint,True,images/fingerprint/user_023/session_2/fingerprint_user_023_s2_sample2.png
user_023,2,2,iris,True,images/iris/user_023/session_2/iris_user_023_s2_sample2.png
user_023,2,3,face,True,images/face/user_023/session_2/face_user_023_s2_sample3.png
user_023,2,3,fingerprint,True,images/fingerprint/user_023/session_2/fingerprint_user_023_s2_sample3.png
user_023,2,3,iris,True,images/iris/user_023/session_2/iris_user_023_s2_sample3.png
user_024,1,1,face,True,images/face/user_024/session_1/face_user_024_s1_sample1.png
user_024,1,1,fingerprint,True,images/fingerprint/user_024/session_1/fingerprint_user_024_s1_sample1.png
user_024,1,1,iris,True,images/iris/user_024/session_1/iris_user_024_s1_sample1.png
user_024,1,2,face,True,images/face/user_024/session_1/face_user_024_s1_sample2.png
user_024,1,2,fingerprint,True,images/fingerprint/user_024/session_1/fingerprint_user_024_s1_sample2.png
user_024,1,2,iris,True,images/iris/user_024/session_1/iris_user_024_s1_sample2.png
user_024,1,3,face,True,images/face/user_024/session_1/face_user_024_s1_sample3.png
user_024,1,3,fingerprint,True,images/fingerprint/user_024/session_1/fingerprint_user_024_s1_sample3.png
user_024,1,3,iris,True,images/iris/user_024/session_1/iris_user_024_s1_sample3.png
user_024,2,1,face,True,images/face/user_024/session_2/face_user_024_s2_sample1.png
user_024,2,1,fingerprint,True,images/fingerprint/user_024/session_2/fingerprint_user_024_s2_sample1.png
user_024,2,1,iris,True,images/iris/user_024/session_2/iris_user_024_s2_sample1.png
user_024,2,2,face,True,images/face/user_024/session_2/face_user_024_s2_sample2.png
user_024,2,2,fingerprint,True,images/fingerprint/user_024/session_2/fingerprint_user_024_s2_sample2.png
user_024,2,2,iris,True,images/iris/user_024/session_2/iris_user_024_s2_sample2.png
user_024,2,3,face,True,images/face/user_024/session_2/face_user_024_s2_sample3.png
user_024,2,3,fingerprint,True,images/fingerprint/user_024/session_2/fingerprint_user_024_s2_sample3.png
user_024,2,3,iris,True,images/iris/user_024/session_2/iris_user_024_s2_sample3.png
user_025,1,1,face,True,images/face/user_025/session_1/face_user_025_s1_sample1.png
user_025,1,1,fingerprint,True,images/fingerprint/user_025/session_1/fingerprint_user_025_s1_sample1.png
user_025,1,1,iris,True,images/iris/user_025/session_1/iris_user_025_s1_sample1.png
user_025,1,2,face,True,images/face/user_025/session_1/face_user_025_s1_sample2.png
user_025,1,2,fingerprint,True,images/fingerprint/user_025/session_1/fingerprint_user_025_s1_sample2.png
user_025,1,2,iris,True,images/iris/user_025/session_1/iris_user_025_s1_sample2.png
user_025,1,3,face,True,images/face/user_025/session_1/face_user_025_s1_sample3.png
user_025,1,3,fingerprint,True,images/fingerprint/user_025/session_1/fingerprint_user_025_s1_sample3.png
user_025,1,3,iris,True,images/iris/user_025/session_1/iris_user_025_s1_sample3.png
user_025,2,1,face,True,images/face/user_025/session_2/face_user_025_s2_sample1.png
user_025,2,1,fingerprint,True,images/fingerprint/user_025/session_2/fingerprint_user_025_s2_sample1.png
user_025,2,1,iris,True,images/iris/user_025/session_2/iris_user_025_s2_sample1.png
user_025,2,2,face,True,images/face/user_025/session_2/face_user_025_s2_sample2.png
user_025,2,2,fingerprint,True,images/fingerprint/user_025/session_2/fingerprint_user_025_s2_sample2.png
user_025,2,2,iris,True,images/iris/user_025/session_2/iris_user_025_s2_sample2.png
user_025,2,3,face,True,images/face/user_025/session_2/face_user_025_s2_sample3.png
user_025,2,3,fingerprint,True,images/fingerprint/user_025/session_2/fingerprint_user_025_s2_sample3.png
user_025,2,3,iris,True,images/iris/user_025/session_2/iris_user_025_s2_sample3.png
user_026,1,1,face,True,images/face/user_026/session_1/face_user_026_s1_sample1.png
user_026,1,1,fingerprint,True,images/fingerprint/user_026/session_1/fingerprint_user_026_s1_sample1.png
user_026,1,1,iris,True,images/iris/user_026/session_1/iris_user_026_s1_sample1.png
user_026,1,2,face,True,images/face/user_026/session_1/face_user_026_s1_sample2.png
user_026,1,2,fingerprint,True,images/fingerprint/user_026/session_1/fingerprint_user_026_s1_sample2.png
user_026,1,2,iris,True,images/iris/user_026/session_1/iris_user_026_s1_sample2.png
user_026,1,3,face,True,images/face/user_026/session_1/face_user_026_s1_sample3.png
user_026,1,3,fingerprint,True,images/fingerprint/user_026/session_1/fingerprint_user_026_s1_sample3.png
user_026,1,3,iris,True,images/iris/user_026/session_1/iris_user_026_s1_sample3.png
user_026,2,1,face,True,images/face/user_026/session_2/face_user_026_s2_sample1.png
user_026,2,1,fingerprint,True,images/fingerprint/user_026/session_2/fingerprint_user_026_s2_sample1.png
user_026,2,1,iris,True,images/iris/user_026/session_2/iris_user_026_s2_sample1.png
user_026,2,2,face,True,images/face/user_026/session_2/face_user_026_s2_sample2.png
user_026,2,2,fingerprint,True,images/fingerprint/user_026/session_2/fingerprint_user_026_s2_sample2.png
user_026,2,2,iris,True,images/iris/user_026/session_2/iris_user_026_s2_sample2.png
user_026,2,3,face,True,images/face/user_026/session_2/face_user_026_s2_sample3.png
user_026,2,3,fingerprint,True,images/fingerprint/user_026/session_2/fingerprint_user_026_s2_sample3.png
user_026,2,3,iris,True,images/iris/user_026/session_2/iris_user_026_s2_sample3.png
user_027,1,1,face,True,images/face/user_027/session_1/face_user_027_s1_sample1.png
user_027,1,1,fingerprint,True,images/fingerprint/user_027/session_1/fingerprint_user_027_s1_sample1.png
user_027,1,1,iris,True,images/iris/user_027/session_1/iris_user_027_s1_sample1.png
user_027,1,2,face,True,images/face/user_027/session_1/face_user_027_s1_sample2.png
user_027,1,2,fingerprint,True,images/fingerprint/user_027/session_1/fingerprint_user_027_s1_sample2.png
user_027,1,2,iris,True,images/iris/user_027/session_1/iris_user_027_s1_sample2.png
user_027,1,3,face,True,images/face/user_027/session_1/face_user_027_s1_sample3.png
user_027,1,3,fingerprint,True,images/fingerprint/user_027/session_1/fingerprint_user_027_s1_sample3.png
user_027,1,3,iris,True,images/iris/user_027/session_1/iris_user_027_s1_sample3.png
user_027,2,1,face,True,images/face/user_027/session_2/face_user_027_s2_sample1.png
user_027,2,1,fingerprint,True,images/fingerprint/user_027/session_2/fingerprint_user_027_s2_sample1.png
user_027,2,1,iris,True,images/iris/user_027/session_2/iris_user_027_s2_sample1.png
user_027,2,2,face,True,images/face/user_027/session_2/face_user_027_s2_sample2.png
user_027,2,2,fingerprint,True,images/fingerprint/user_027/session_2/fingerprint_user_027_s2_sample2.png
user_027,2,2,iris,True,images/iris/user_027/session_2/iris_user_027_s2_sample2.png
user_027,2,3,face,True,images/face/user_027/session_2/face_user_027_s2_sample3.png
user_027,2,3,fingerprint,True,images/fingerprint/user_027/session_2/fingerprint_user_027_s2_sample3.png
user_027,2,3,iris,True,images/iris/user_027/session_2/iris_user_027_s2_sample3.png
user_028,1,1,face,True,images/face/user_028/session_1/face_user_028_s1_sample1.png
user_028,1,1,fingerprint,True,images/fingerprint/user_028/session_1/fingerprint_user_028_s1_sample1.png
user_028,1,1,iris,True,images/iris/user_028/session_1/iris_user_028_s1_sample1.png
user_028,1,2,face,True,images/face/user_028/session_1/face_user_028_s1_sample2.png
user_028,1,2,fingerprint,True,images/fingerprint/user_028/session_1/fingerprint_user_028_s1_sample2.png
user_028,1,2,iris,True,images/iris/user_028/session_1/iris_user_028_s1_sample2.png
user_028,1,3,face,True,images/face/user_028/session_1/face_user_028_s1_sample3.png
user_028,1,3,fingerprint,True,images/fingerprint/user_028/session_1/fingerprint_user_028_s1_sample3.png
user_028,1,3,iris,True,images/iris/user_028/session_1/iris_user_028_s1_sample3.png
user_028,2,1,face,True,images/face/user_028/session_2/face_user_028_s2_sample1.png
user_028,2,1,fingerprint,True,images/fingerprint/user_028/session_2/fingerprint_user_028_s2_sample1.png
user_028,2,1,iris,True,images/iris/user_028/session_2/iris_user_028_s2_sample1.png
user_028,2,2,face,True,images/face/user_028/session_2/face_user_028_s2_sample2.png
user_028,2,2,fingerprint,True,images/fingerprint/user_028/session_2/fingerprint_user_028_s2_sample2.png
user_028,2,2,iris,True,images/iris/user_028/session_2/iris_user_028_s2_sample2.png
user_028,2,3,face,True,images/face/user_028/session_2/face_user_028_s2_sample3.png
user_028,2,3,fingerprint,True,images/fingerprint/user_028/session_2/fingerprint_user_028_s2_sample3.png
user_028,2,3,iris,True,images/iris/user_028/session_2/iris_user_028_s2_sample3.png
user_029,1,1,face,True,images/face/user_029/session_1/face_user_029_s1_sample1.png
user_029,1,1,fingerprint,True,images/fingerprint/user_029/session_1/fingerprint_user_029_s1_sample1.png
user_029,1,1,iris,True,images/iris/user_029/session_1/iris_user_029_s1_sample1.png
user_029,1,2,face,True,images/face/user_029/session_1/face_user_029_s1_sample2.png
user_029,1,2,fingerprint,True,images/fingerprint/user_029/session_1/fingerprint_user_029_s1_sample2.png
user_029,1,2,iris,True,images/iris/user_029/session_1/iris_user_029_s1_sample2.png
user_029,1,3,face,True,images/face/user_029/session_1/face_user_029_s1_sample3.png
user_029,1,3,fingerprint,True,images/fingerprint/user_029/session_1/fingerprint_user_029_s1_sample3.png
user_029,1,3,iris,True,images/iris/user_029/session_1/iris_user_029_s1_sample3.png
user_029,2,1,face,True,images/face/user_029/session_2/face_user_029_s2_sample1.png
user_029,2,1,fingerprint,True,images/fingerprint/user_029/session_2/fingerprint_user_029_s2_sample1.png
user_029,2,1,iris,True,images/iris/user_029/session_2/iris_user_029_s2_sample1.png
user_029,2,2,face,True,images/face/user_029/session_2/face_user_029_s2_sample2.png
user_029,2,2,fingerprint,True,images/fingerprint/user_029/session_2/fingerprint_user_029_s2_sample2.png
user_029,2,2,iris,True,images/iris/user_029/session_2/iris_user_029_s2_sample2.png
user_029,2,3,face,True,images/face/user_029/session_2/face_user_029_s2_sample3.png
user_029,2,3,fingerprint,True,images/fingerprint/user_029/session_2/fingerprint_user_029_s2_sample3.png
user_029,2,3,iris,True,images/iris/user_029/session_2/iris_user_029_s2_sample3.png
user_030,1,1,face,True,images/face/user_030/session_1/face_user_030_s1_sample1.png
user_030,1,1,fingerprint,True,images/fingerprint/user_030/session_1/fingerprint_user_030_s1_sample1.png
user_030,1,1,iris,True,images/iris/user_030/session_1/iris_user_030_s1_sample1.png
user_030,1,2,face,True,images/face/user_030/session_1/face_user_030_s1_sample2.png
user_030,1,2,fingerprint,True,images/fingerprint/user_030/session_1/fingerprint_user_030_s1_sample2.png
user_030,1,2,iris,True,images/iris/user_030/session_1/iris_user_030_s1_sample2.png
user_030,1,3,face,True,images/face/user_030/session_1/face_user_030_s1_sample3.png
user_030,1,3,fingerprint,True,images/fingerprint/user_030/session_1/fingerprint_user_030_s1_sample3.png
user_030,1,3,iris,True,images/iris/user_030/session_1/iris_user_030_s1_sample3.png
user_030,2,1,face,True,images/face/user_030/session_2/face_user_030_s2_sample1.png
user_030,2,1,fingerprint,True,images/fingerprint/user_030/session_2/fingerprint_user_030_s2_sample1.png
user_030,2,1,iris,True,images/iris/user_030/session_2/iris_user_030_s2_sample1.png
user_030,2,2,face,True,images/face/user_030/session_2/face_user_030_s2_sample2.png
user_030,2,2,fingerprint,True,images/fingerprint/user_030/session_2/fingerprint_user_030_s2_sample2.png
user_030,2,2,iris,True,images/iris/user_030/session_2/iris_user_030_s2_sample2.png
user_030,2,3,face,True,images/face/user_030/session_2/face_user_030_s2_sample3.png
user_030,2,3,fingerprint,True,images/fingerprint/user_030/session_2/fingerprint_user_030_s2_sample3.png
user_030,2,3,iris,True,images/iris/user_030/session_2/iris_user_030_s2_sample3.png
